5/31/13,18.74975492
6/1/13,18.84896268
6/2/13,19.24442464
6/3/13,19.76754516
6/4/13,19.50676053
6/5/13,19.35951206
6/6/13,19.41443347
6/7/13,19.55145904
6/8/13,19.59822899
6/9/13,20.02438792
6/10/13,20.09700408
6/11/13,20.28326215
6/12/13,20.21871728
6/13/13,20.27274695
6/14/13,20.45842249
6/15/13,20.42998717
6/16/13,20.67830463
6/17/13,20.9794319
6/18/13,21.07907125
6/19/13,20.8705148
6/20/13,20.69786236
6/21/13,20.6507374
6/22/13,20.62413081
6/23/13,20.94389432
6/24/13,21.60233516
6/25/13,21.83190476
6/26/13,21.33394272
6/27/13,21.20250161
6/28/13,21.37833659
6/29/13,21.51351284
6/30/13,21.52009227
7/1/13,21.97152435
7/2/13,21.66134522
7/3/13,21.17012876
7/4/13,21.07407601
7/5/13,20.90590162
7/6/13,20.72392143
7/7/13,20.74397151
7/8/13,20.7446937
7/9/13,20.22625229
7/10/13,19.99003598
7/11/13,19.52772391
7/12/13,19.22046981
7/13/13,18.88004351
7/14/13,18.5838282
7/15/13,18.68438606
7/16/13,18.51459189
7/17/13,18.08068715
7/18/13,17.73289601
7/19/13,17.50322168
7/20/13,17.30933425
7/21/13,17.47467395
7/22/13,17.81636985
7/23/13,17.34295721
7/24/13,16.53433982
7/25/13,16.29517744
7/26/13,16.27678383
7/27/13,16.0999147
7/28/13,16.16970342
7/29/13,16.26577947
7/30/13,16.08616431
7/31/13,15.47626687
8/1/13,15.38167281
8/2/13,15.24820134
8/3/13,15.18026666
8/4/13,15.32849511
8/5/13,15.70139213
8/6/13,15.65200895
8/7/13,15.61864417
8/8/13,15.58973903
8/9/13,15.75953329
8/10/13,16.08197366
8/11/13,16.46294568
8/12/13,17.04970594
8/13/13,17.15707568
8/14/13,16.8486469
8/15/13,16.46681514
8/16/13,16.48661412
8/17/13,16.49101786
8/18/13,16.4910727
8/19/13,16.51902433
8/20/13,16.16109184
8/21/13,15.72892491
8/22/13,15.57695537
8/23/13,15.67357629
8/24/13,15.68862499
8/25/13,15.84711099
8/26/13,16.10345326
8/27/13,15.95580672
8/28/13,15.65039048
8/29/13,15.65239987
8/30/13,15.82629084
8/31/13,15.91539285
9/1/13,16.13425438
9/2/13,16.37474602
9/3/13,16.44726096
9/4/13,16.1475987
9/5/13,16.14722166
9/6/13,16.10054573
9/7/13,16.17145937
9/8/13,16.28384257
9/9/13,16.66772827
9/10/13,16.64888866
9/11/13,16.40855172
9/12/13,16.52533677
9/13/13,16.85226038
9/14/13,17.17529722
9/15/13,17.46943703
9/16/13,18.16748321
9/17/13,18.46443556
9/18/13,18.5885908
9/19/13,18.79294034
9/20/13,18.8847126
9/21/13,19.11180485
9/22/13,19.44373431
9/23/13,19.88424927
9/24/13,19.70590918
9/25/13,19.3618751
9/26/13,19.25915904
9/27/13,19.43146459
9/28/13,19.49279337
9/29/13,19.62853948
9/30/13,19.8797893
10/1/13,19.86384903
10/2/13,19.57233168
10/3/13,19.28251412
10/4/13,19.2306706
10/5/13,19.24985129
10/6/13,19.56423851
10/7/13,20.02125204
10/8/13,20.05209017
10/9/13,19.60949658
10/10/13,19.35041242
10/11/13,19.20792396
10/12/13,19.09408803
10/13/13,19.06920246
10/14/13,19.14496152
10/15/13,18.86172598
10/16/13,18.32894218
10/17/13,18.01353645
10/18/13,17.87983388
10/19/13,17.78254761
10/20/13,17.64409452
10/21/13,17.72306595
10/22/13,17.30549136
10/23/13,16.72054274
10/24/13,16.62577004
10/25/13,16.6254082
10/26/13,16.22574017
10/27/13,16.21037456
10/28/13,16.53364979
10/29/13,16.49047942
10/30/13,15.96445675
10/31/13,15.99203151
11/1/13,16.25476955
11/2/13,16.57694238
11/3/13,16.96146346
11/4/13,17.30266542
11/5/13,17.01406489
11/6/13,16.38509829
11/7/13,16.20447377
11/8/13,16.01370913
11/9/13,15.910271
11/10/13,15.82202894
11/11/13,15.87511972
11/12/13,15.94181171
11/13/13,15.6985606
11/14/13,15.65788357
11/15/13,15.49329452
11/16/13,15.29034513
11/17/13,15.03492332
11/18/13,14.95124868
11/19/13,14.79869437
11/20/13,14.3666365
11/21/13,14.2255688
11/22/13,14.05929408
11/23/13,13.81833615
11/24/13,13.70624266
11/25/13,13.85635823
11/26/13,13.53069984
11/27/13,12.73596873
11/28/13,12.17569938
11/29/13,12.05052143
11/30/13,11.61192094
12/1/13,11.16789422
12/2/13,10.77658419
12/3/13,10.25011277
12/4/13,9.723032469
12/5/13,9.510106325
12/6/13,9.371223847
12/7/13,9.246838742
12/8/13,9.021157366
12/9/13,8.921664239
12/10/13,8.787937085
12/11/13,8.667138187
12/12/13,8.358251904
12/13/13,8.422298998
12/14/13,8.418905827
12/15/13,8.678175538
12/16/13,9.436121966
12/17/13,9.42435409
12/18/13,9.253544273
12/19/13,9.214221826
12/20/13,9.346064803
12/21/13,9.487951738
12/22/13,9.696899056
12/23/13,10.0388914
12/24/13,10.34965779
12/25/13,10.62650947
12/26/13,10.70865756
12/27/13,11.33424976
12/28/13,12.03012041
12/29/13,12.51713867
12/30/13,12.8952435
12/31/13,13.22074818
1/1/14,13.74495839
1/2/14,14.26391457
1/3/14,14.61174581
1/4/14,14.75841599
1/5/14,15.1959431
1/6/14,15.29884798
1/7/14,15.57530067
1/8/14,15.80022589
1/9/14,15.8975018
1/10/14,16.26360236
1/11/14,16.62016125
1/12/14,17.23107975
1/13/14,18.02449858
1/14/14,18.26157907
1/15/14,18.03867208
1/16/14,18.4353704
1/17/14,18.97507394
1/18/14,19.83683903
1/19/14,20.78714124
1/20/14,21.23922938
1/21/14,21.40125765
1/22/14,21.6448009
1/23/14,22.00531598
1/24/14,22.27951903
1/25/14,22.50628142
1/26/14,22.65891394
1/27/14,23.0682642
1/28/14,22.99421093
1/29/14,23.11025068
1/30/14,23.51464687
1/31/14,23.49546584
2/1/14,23.71992137
2/2/14,24.00947155
2/3/14,24.4963643
2/4/14,24.63993579
2/5/14,24.75373987
2/6/14,25.02304836
2/7/14,25.10646591
2/8/14,25.18543525
2/9/14,25.07335164
2/10/14,25.16132064
2/11/14,24.70374815
2/12/14,24.0797963
2/13/14,23.88576666
2/14/14,23.90339032
2/15/14,23.84977593
2/16/14,23.51804904
2/17/14,23.27706038
2/18/14,22.73242009
2/19/14,22.7965609
2/20/14,23.24332604
2/21/14,23.38187255
2/22/14,23.20436906
2/23/14,23.56200456
2/24/14,24.21679757
2/25/14,23.9341162
2/26/14,23.12164867
2/27/14,23.24326715
2/28/14,23.30799998
3/1/14,23.14073731
3/2/14,22.90686527
3/3/14,22.78980335
3/4/14,22.27040492
3/5/14,21.74535112
3/6/14,21.54582423
3/7/14,21.69797891
3/8/14,21.15359274
3/9/14,20.78995766
3/10/14,20.9932621
3/11/14,20.50958859
3/12/14,20.08665128
3/13/14,19.85420765
3/14/14,19.80040815
3/15/14,19.7744815
3/16/14,19.90706029
3/17/14,20.33803605
3/18/14,20.74150172
3/19/14,20.09406305
3/20/14,19.70321459
3/21/14,19.38650823
3/22/14,19.12035999
3/23/14,19.23059248
3/24/14,19.86522809
3/25/14,19.36347004
3/26/14,18.945659
3/27/14,19.27222535
3/28/14,19.44793312
3/29/14,19.33130445
3/30/14,19.66797995
3/31/14,19.68697048
4/1/14,19.72419456
4/2/14,19.44474483
4/3/14,19.58162657
4/4/14,19.78104094
4/5/14,19.88215445
4/6/14,19.83034424
4/7/14,20.78977174
4/8/14,21.54045579
4/9/14,21.87648399
4/10/14,22.49480511
4/11/14,22.65970713
4/12/14,22.77399038
4/13/14,23.28532462
4/14/14,23.83552956
4/15/14,23.74431395
4/16/14,23.43597135
4/17/14,23.13435911
